delta_global,theta_global,alpha_global,beta_global,gamma_global,delta_asym,theta_asym,alpha_asym,beta_asym,gamma_asym,subject,label
0.4146318671006204,0.06476456496980484,0.34769874823545566,0.13050691820505123,0.019574281237678282,0.05215462430195267,0.053174734362556916,-0.12063935967792964,0.05956882571028547,0.00704219814872202,1,1
0.33725338211886374,0.09243507141546688,0.40169633838860097,0.12586520678596583,0.010732867833333078,0.1756202521483574,0.04995707955830918,-0.20518330320414707,0.1589200905301444,-0.054120088194004656,1,1
0.2602652248802582,0.06716940700161445,0.5126697147807393,0.12303203786642944,0.012989676973605268,0.077293447739907,0.35515219447640123,-0.144525119089917,0.11413901445693106,0.006681375610183599,1,1
0.18816957821766517,0.09137693200736353,0.5967945293186799,0.09738134869325936,0.00997854881002428,0.05783603597555851,0.07003976157930583,-0.03367024153264507,0.009305428787264796,-0.09125416046990112,1,1
0.45442055724266306,0.06709414762666518,0.37062891423353994,0.08642851072506702,0.007551327420470749,-0.04714795206021001,0.17039276077102122,-0.004132583320628666,0.08536992412834794,0.15631267153750478,1,1
0.22533419669363627,0.07610773989195954,0.46484222373004075,0.1654621321181476,0.011505667380646394,-0.10834428082823713,-0.13513895763106207,0.19780694588401065,-0.18333835274206792,-0.22836187956989562,1,1
0.16135303982120924,0.10016067510248314,0.5928584292501571,0.10833989675819053,0.00864603243363291,-0.10183333505404316,-0.08358951474225182,0.038924186509059176,0.016011318824910338,-0.0714758972394853,1,1
0.23612534672921898,0.05630495156239694,0.5192185015646632,0.15443537797870643,0.011856517998176908,-0.02336010528324651,0.19178605769875706,-0.10593843034099082,0.2703360338892635,0.2740853232848911,1,1
0.12752222939060637,0.13634595004491046,0.6285017073107122,0.06894978264313505,0.003917355362849213,-0.00505943921507271,0.025896125737901527,-0.02710664493635103,0.018880777754819035,-0.015632611190362432,1,1
0.18579046210257133,0.07286562512096822,0.6169370025624374,0.09118999997283521,0.0124223832031119,0.03798212006166781,0.2908061952113415,-0.06296377268606307,0.00012104594756687653,0.0551150296446849,1,1
0.2582975749071563,0.05380594313942555,0.5965802080448521,0.0733737294225003,0.005854294640145736,0.08906339618378309,0.08355587125975464,-0.05413705886906599,0.09510954867643287,-0.021598597583285885,1,1
0.6096226085441644,0.21305290381403802,0.05167060143413805,0.07153020222326109,0.03474036611670138,-0.025399476274061437,0.04323076608058117,0.055925235957903795,0.043592259833819716,0.0559694311315979,12,0
0.4446511264792525,0.27537399294843745,0.07835631785031472,0.11780805396127801,0.028617784627449537,-0.0034581676408524872,0.05647124385934395,-0.10811018196441383,0.026783600823639085,0.022660104962660632,12,0
0.482304433344418,0.23024081516867112,0.08092329194877078,0.10634434985899888,0.04386483784354897,-0.0705964423998075,0.06432495436013881,0.14438878059083854,0.032531789841498314,0.11060653478802096,12,0
0.7604128865871178,0.10352837062093492,0.04008306222048946,0.06400721409331017,0.017345490320290487,0.00397714730403523,0.020818977873964545,-0.017243164120408855,-0.05104091768068482,-0.029073088980964716,12,0
0.7002285895791859,0.15040879602638463,0.03688402230766238,0.07843431207145272,0.02238203413554698,-0.011851291774830611,0.04524465843085893,-0.04762177922690636,0.04059879453476011,0.05645705814516272,12,0
0.7596357786551377,0.11627375472745323,0.0469347541783681,0.04495897377352347,0.014271606977836368,-0.01159083955313942,0.049001704761450084,-0.07298160934316825,0.04690552063712148,0.14231108709965734,12,0
0.572709592512073,0.2165636627531468,0.04742578293681862,0.10047328078365692,0.03036730801731351,-0.08546192837434292,0.17356674352037493,0.038861584088062284,0.0295499898208867,0.030610005494141657,12,0
0.6572820482554182,0.1943479153458658,0.04879434983382988,0.06448851584651462,0.01620548070366724,-0.01616540866185411,0.0930295527254576,-0.07721905530915675,0.01792788723704892,0.03705503700402525,12,0
0.5929126881446662,0.17770544797111895,0.058891317738890704,0.11602230601042307,0.03271703078032131,0.08777815550245635,-0.17452586232398945,-0.059366306129026714,-0.048829407625246325,-0.1603868370098031,12,0
0.6092927230429337,0.1699797680954871,0.06366184265913466,0.09978480864236816,0.019509216068200164,-0.08555266732449186,0.16682459492582236,0.02839522604391733,0.0371608368784516,-0.007248189357707295,12,0
0.6750921047124699,0.13358358406929075,0.048258839733861775,0.10216718464708895,0.017876693752891748,-0.028269083306057048,0.0651820525049774,0.06816334907397628,0.06722284091440542,0.04872790095879877,12,0
0.6471483716628371,0.13861409140638536,0.08593274964006688,0.08184745183128637,0.030476978669671355,-0.01743280555230681,-0.00016519560787657683,0.015701984672969106,0.11168869261921736,0.03669663913385414,12,0
0.6711876871444151,0.1975062788219305,0.031492199060677906,0.06190389863074954,0.01842797905622686,-0.0006634320704876946,-0.021462925260692683,-0.026940708994958106,0.06056885553106502,-0.10484253905563357,12,0
0.44074090498938107,0.198042035988357,0.13942828017610223,0.14229158138744516,0.047684076277111145,-0.08042535915912163,-0.04603604278086271,0.12678057688481373,0.09365322203416528,0.14903344669992863,12,0
0.6780690807798306,0.10219940125812597,0.09157070887233004,0.07294156749564991,0.0192126843610456,-0.016226990927682566,-0.016711419437498386,0.04808595920129692,0.04993664777677189,0.10717344015655057,12,0
0.5983973779409241,0.15268319520950674,0.07121634891302142,0.12201991340315377,0.022514228776921573,-0.01856763319949399,0.004282206371245589,0.1620778719870844,0.01599903825566263,-0.009979672733839427,12,1
0.6245486417121513,0.13506192846100662,0.08058599459559014,0.11627776224429891,0.03256093349702744,-0.041600775355787004,0.08416463054874848,-0.022144716638538474,0.09966683697509515,0.12534901321445285,12,1
0.6028137580259292,0.10681286573518266,0.11093548444874235,0.09113376693327128,0.022745827502877018,0.05192579240717147,-0.04712920597681115,-0.08193981031750346,-0.034152416679147986,0.042289126634280846,12,1
0.4740127943063997,0.16402525865141407,0.1107474605666865,0.13588458484230076,0.03119463725544505,-0.054570367832579514,0.06687005417499109,0.03725112748534452,0.014977628970410762,-0.044718141695377446,12,1
0.6338161467802679,0.08844345493770805,0.09825286415952975,0.12496635147089404,0.02681914506760134,-0.03862420341047859,0.004021574463522516,0.0878897999070157,0.10823628355470045,-0.03080699529810388,12,1
0.4738771799128523,0.14144914113660173,0.13779265343257488,0.15490829562045252,0.040436997439586786,0.03227883223894759,0.0006053868803791137,-0.07962230041899243,-0.05293352025308138,-0.01433930325533026,12,1
0.6260300758637956,0.1052929755909881,0.1436111905609355,0.07035131802264194,0.009256383788593635,0.02824843464525397,-0.22822735767293018,-0.01286357980612782,0.07681591722012426,0.04902597240119978,12,1
0.46894710906447745,0.15986789422816913,0.18201859805266213,0.13172828798669553,0.034961752011483216,0.006891702074763885,0.0023290918351044467,-0.0312120108240579,0.030326070681594947,0.01569858995440461,12,1
0.4231408578765637,0.12141193517486307,0.21850262696403583,0.15859833562997516,0.024177275108765356,-0.07179709969703447,0.0024287453699618415,0.08337879048374859,0.08411071234634379,0.07937404714956194,12,1
0.5803866859787493,0.12640073100715432,0.14865551063696536,0.10121481898135122,0.025240210382286542,0.023181072662378482,-0.05368234168724366,-0.019578093172622917,0.002979012561808661,0.01241034791677741,12,1
0.5889891198299905,0.12813050557833536,0.18548667316120432,0.0673812591385372,0.015200853346369487,0.03735918897682654,-0.002520007681760966,-0.18225372863938671,0.14125985521401965,0.027903725190977398,12,1
0.5523764560137555,0.1474195823538016,0.12842357115261757,0.11692082250491559,0.024806909073682593,-0.041531615709114976,0.09925367966784619,-0.048289327957204274,0.07623541169441925,0.11315518190672291,12,1
0.5658350741666502,0.13124851550753802,0.1204728822995734,0.11399302242014678,0.018778201625063256,-0.022085335744813896,0.024637674695955885,0.03661148925223829,0.03327293729205232,0.07001434784348536,12,1
0.5515293420003087,0.11374736975646743,0.15062374946407403,0.13327054910141264,0.0293275093144704,-0.07350248702501118,0.09351031180282726,0.23310927012126523,-0.019379718500069247,-0.03644893526200936,12,1
0.44983246183902975,0.12936117130979063,0.13663447749559576,0.19950404990506707,0.040245230608101645,-0.015550016110188147,-0.015794789814220243,0.06337682886168644,0.05024913903659685,-0.12531364066753486,57,0
0.4506069872895191,0.159416612934888,0.12109312010643963,0.21523426769239967,0.030623973202697986,-0.08395151131002154,0.09733709864827546,-0.006169291815335565,0.13766234809510058,-0.047189379250961234,57,0
0.616969593877775,0.13934791772062405,0.08084050869905118,0.10388981982183217,0.014663723199965912,-0.036350991674333755,-0.028203392277759178,0.20170894724085237,0.0718106916088751,0.10945890503145954,57,0
0.31307486635443454,0.12379603765197154,0.19513582951958025,0.3115871642835418,0.031175614808050978,-0.009352898003876006,0.05289086909082648,-0.016467216187548712,0.020217833325868587,-0.035735345300024465,57,0
0.6217095283978362,0.07678324136642728,0.07917409629572177,0.17467263180284842,0.03155882546248784,0.02195614227601794,0.009032678807794282,-0.14709649153029905,-0.016310451716493053,-0.017890722020838974,57,0
0.44950321713851565,0.2310936509593732,0.09378798239911565,0.16888895545532748,0.02676556075585275,-0.04269003648776837,0.038766252896716216,0.07524658514892703,-0.002201254174697564,-0.08208918620096192,57,0
0.45181178931458155,0.16148393652119522,0.12946521948560658,0.18923202792225682,0.033421118919738466,-0.05750749249120368,0.004575149274324562,0.11226327105301175,0.06066945427420689,-0.014704191150233794,57,0
0.5792591023729482,0.11770504984306557,0.08096015173610323,0.1765112948680737,0.0215660425086306,-0.008690048107006496,-0.0014529862590059429,-0.020029070733496863,0.04752688202165029,-0.12749684333383543,57,0
0.48849653361238754,0.1171764552230938,0.11321741194616429,0.19938678249002728,0.028675312305112704,-0.017306793002968113,0.1096205072199951,0.0032422597172125796,-0.03539780988187192,-0.07434595549251487,57,0
0.5494990891893881,0.114906120477692,0.1044662394715483,0.17334435969672973,0.03218631621658284,-0.014670988351945944,-0.036461659932560356,0.01542445651793252,0.08598252034426206,-0.021836522857935026,57,0
0.5247518511332296,0.10939960201224287,0.11189538640761067,0.19223207220937577,0.02638419804946694,-0.06707754622694002,0.10515166776236859,0.1345342374312921,0.06939501541198088,-0.032312063537678265,57,0
0.6873045753655592,0.09882371947356407,0.07440017192055634,0.09064272952474482,0.02372997626095823,-0.007844349393119513,-0.016049956349794538,-0.038050227507821686,0.07540000679058204,0.06763534243171573,57,0
0.5706895214632077,0.08316868658291252,0.08954721010512114,0.19463322425142623,0.03181213784059129,0.003115105837339709,0.028600978009448143,0.027457202939667996,-0.02142596778384585,-0.1821618520969734,57,0
0.586093619439418,0.10902933883325845,0.08947692953640503,0.16956393744161213,0.026306842377482657,-0.034907011329295384,0.06171635037127247,0.07590220264760764,0.051141279733892264,0.04918298392463816,57,0
0.6616884278895524,0.09959378201649718,0.059923103959263,0.14253928783875547,0.014277819484244435,-0.02773455938067675,0.015131816290716579,-0.018464040102667528,0.13806047992912715,-0.04133878510628571,57,0
0.745241247247063,0.05872520008541627,0.08885385310364881,0.08267865138129216,0.011377122047858235,-0.010429084252767996,-0.06288960584333271,-0.00470551298452597,0.12697077431636855,0.061503911536464194,57,1
0.6598312379218019,0.06157888924699401,0.144034715842754,0.09776346484801658,0.0172790729114674,0.02044279152247247,-0.0060907236457944545,-0.17227784930900797,0.0694237393382459,0.012605862278132308,57,1
0.7587698706768244,0.04065529822138391,0.1022559720845315,0.07791584286132747,0.00809869552668285,-0.030577589907181357,0.03577828786094946,0.07467508083385736,0.1763960323899838,0.12694110996746882,57,1
0.4852334744024514,0.053470323335317226,0.2600957478056519,0.16012585841559843,0.016068888790142632,-0.03799003536059503,0.11229310412071096,0.06242716497142446,-0.03896875675296761,-0.055120392575250934,57,1
0.6738958156092869,0.07026760391220692,0.13376913169895507,0.08569555991603778,0.021415437721096064,-0.002940111642117084,0.07517136549755572,-0.04679510647985933,0.07974982052934429,-0.08146735390211543,57,1
0.18242397804951663,0.07574051441633019,0.5421399116677563,0.1548009160734651,0.01777577940473613,0.03393552809245691,0.1934759565984011,-0.030232275996299962,-0.0515007434319684,0.15209289158010966,57,1
0.35665065240550764,0.07793316069381283,0.3529807452819232,0.16685047420791538,0.026334872079993178,-0.12095600704345275,0.014364417075620237,0.2183689870393891,-0.15050585583142018,-0.19998200968345525,57,1
0.5725281665970423,0.08288164504279015,0.1476237000524668,0.15657168707021515,0.02645751956301652,-0.03454726860743425,-0.019579505730839025,0.15663356450666938,-0.04031151842200194,0.06999721182259912,57,1
0.5507020243863412,0.11729521711785361,0.1686235978852228,0.11268730995565786,0.02198060420542195,-0.07101337210055178,0.10619256737501433,0.12176826152103867,0.006566131056738098,-0.08899371006232293,57,1
0.3685721483841839,0.07688357562569104,0.31862869197805155,0.18510136539591035,0.02290395911202601,-0.07947034724628443,0.03940983887453037,0.02711702718988066,0.08779483554283361,-0.0035990260784305923,57,1
0.3351734745828332,0.09567450540656361,0.36136601051242956,0.17615953057245484,0.011010918868879314,-0.03953479693700643,0.03470768567122063,-0.03214496431379614,0.05999933772103215,-0.009339381589643802,57,1
0.31330141897343355,0.16838281407498673,0.2226090776243809,0.2317893372627448,0.03822706603366564,-0.08120354819757056,-0.036638260178700845,-0.10813385506065627,0.17226880081892101,0.11609868137865495,57,1
0.30021345482927353,0.09437030065414209,0.3135760409955974,0.22463885228862107,0.035385785944954555,-0.04530399899800921,-0.2547795966693495,0.15495460255951163,-0.0420792480231722,-0.10413716140047417,57,1
0.2950146414544458,0.07658874625464336,0.32296497738808827,0.2560079534125014,0.024475406324714212,-0.009284085937256225,-0.06821523082923034,0.09095503935252444,-0.07418254233738061,-0.052235062618295094,57,1
0.29813925194169655,0.17314905048504317,0.23656861021700404,0.23576737636623016,0.022126738056797525,-0.1372805871590677,0.03347515067504263,0.06100321874024818,0.09211930657791945,0.08899753025907636,107,0
0.462139220540328,0.14172228493462824,0.1632411499904796,0.1809960373487771,0.01177190051945158,-0.14835186572593712,0.13467064547898863,0.1767998053939143,0.08479733846613194,0.08911747947976092,107,0
0.6868597388344512,0.11134374334058726,0.07561573596748895,0.10272675619627342,0.007863906220430057,-0.009564050941259792,-0.007232213550018822,0.06838718708441292,0.018126092347945093,-0.011967072575974435,107,0
0.3482239878870139,0.21904597825126643,0.23261075919195595,0.1466425546880853,0.010422208232213586,-0.050819132572115525,-0.008255229914394122,0.04197673376139811,0.04847114231414663,-0.024672326110905855,107,0
0.5231114842504824,0.09972424413886617,0.19647340654349782,0.1465773837015759,0.005721092872046759,-0.11872795350112908,0.029549327632328766,0.24383770418477488,0.04154760270166588,0.07731637537283796,107,0
0.54570025211101,0.10072767717688808,0.14211480581669933,0.15570894533742344,0.018010193615977402,-0.07055153596957289,-0.03889089465224525,0.20737502452469508,0.07859225303882797,-0.02146040441759687,107,0
0.6745287870263647,0.06882176083196849,0.12853593510971267,0.0877160126261871,0.008577668678617626,-0.05603555462564166,0.06155423795113855,0.23962760238032219,0.023191295747100202,-0.01918163658596587,107,0
0.5022873997700757,0.08839160796255459,0.21858500608070308,0.14728646307068255,0.014964317688586226,-0.03695121036044248,-0.045913775426198886,0.03793531793251657,0.06004331300681065,-0.18154750555956628,107,0
0.3541015768882162,0.16770414409338422,0.2790452652643233,0.14863899762033467,0.008753530607723612,-0.08510408013311191,0.13895454769164506,0.006098896230276182,0.04271578918722381,-0.04303727956729193,107,0
0.4157695320218237,0.11734833122426555,0.2396599260492529,0.19660476859204584,0.01465545357926715,-0.013102549423079323,-0.026202967981188447,0.04337092297170475,0.014261658898754656,-0.09929036452791865,107,0
0.5944319809820334,0.09190202907241501,0.17772513531901216,0.10021961540539491,0.009584177357472851,0.001694123218558464,0.12589114686669403,-0.1088125112551892,0.03745216985007529,-0.023286654093086022,107,0
0.40394820911168805,0.0704341120247561,0.33572253334481517,0.14617574164137392,0.019006255692146805,-0.09782413900526568,0.1474722465247392,0.02771752624993381,0.12464082286142575,-0.02036838997904079,107,0
0.3946489011443976,0.07996338272128166,0.32960445783265985,0.14070745659304365,0.01031516071591759,-0.09606675893213243,0.04493491773530832,0.05895741367132519,0.0955254910249154,0.06871172434751545,107,0
0.6425189978618472,0.1257373953146391,0.12667922877567706,0.07753425677054616,0.013537261758592326,-0.0983724576068191,0.11773369346854304,0.2744062488637192,0.13773669508995096,0.10102197635831052,107,0
0.6729559150726545,0.08521520985888534,0.12027921656988903,0.08136038859013224,0.011066590627029646,-0.05311224726299546,0.10721566050834257,0.12543894301752426,0.16087035797300395,0.03394870238809054,107,0
0.3163574569891644,0.06873385871416754,0.5113497530741506,0.07842869240839494,0.007937617252361744,-0.010639786330992749,0.016605398912805748,0.011183243205890245,-0.04075396323618919,-0.041521177372507746,107,1
0.644034284226198,0.06326159991966254,0.21733099025273425,0.05967659232134322,0.0029496898734963912,-0.0008127891677070216,0.0399581793825856,-0.0352716701803492,0.14967652711779963,0.06603585694729144,107,1
0.43019052375690486,0.08991817306987007,0.34475356072520363,0.10854103095033935,0.0060306296460915405,-0.010423124043448691,-0.056725704767931553,0.0593413522195444,-0.00011347080782629081,0.004861359254031994,107,1
0.22576776382582084,0.07087047786389443,0.5992272745026872,0.07535198399466242,0.007585564269881697,0.040507559926365906,0.04090912962314756,-0.02149161978343018,-0.032090013759370956,-0.0017591287167016579,107,1
0.268865574222741,0.10075499527820905,0.5215854155228206,0.07734060867119291,0.009600028003104099,0.011063396275346155,0.02616802786016863,0.004934201453094741,0.0497285483824769,-0.030671571002776444,107,1
0.4586459393729803,0.14343888171675417,0.3070124556639244,0.061205574853236376,0.003311444191917128,-0.07496780566363863,0.0710826737723644,0.0706964997845858,0.056488906988138986,0.03304795995615034,107,1
0.2684591242618695,0.18521663596652227,0.42127192267970276,0.08248520699399359,0.007258521433841193,-0.0012410720189594449,0.04069146862440046,-0.03149542960105779,0.09591521255225353,-0.08737821044550104,107,1
0.22417169612585164,0.1422622946282589,0.5057495064247745,0.09007168402573965,0.0068581968466768575,-0.11473440763305216,0.026044835887873187,0.03299160889867041,0.07942061675324105,0.1272406024859742,107,1
0.19520185384718458,0.12696607313281075,0.5387117521290327,0.08240368693355105,0.0037287849536691295,-0.08399092327251201,0.1892523049876297,-0.023416438216617267,-0.017845716579400768,-0.020904361212642504,107,1
0.40650442043520596,0.1394897704309606,0.2857703632778998,0.14104509212272176,0.009591810791581114,0.02676177875156282,-0.011372790339048977,-0.056506007669461844,0.08675681685297006,0.019442995123218877,107,1
0.17537033279769182,0.12066541667462694,0.5723925572201071,0.08105917198691737,0.005224460862547749,-0.07811135890739854,0.06622554414640217,-0.007309433929887109,0.006506939543024221,0.047476344330661016,107,1
0.3903309290445748,0.04915569643132521,0.46343869805931126,0.06967590807135271,0.007126968088213413,-0.08487035144725529,-0.23638581475682846,0.12487390007058949,-0.09075583361355495,-0.24950906839254192,107,1
0.34207418100424125,0.23281087977951417,0.23364401276424368,0.13584388627883823,0.008218155879093497,-0.11576849689761941,0.04933161295363247,0.12208726282576754,0.052771744423833256,-0.0456604432313686,107,1
0.27885967316729754,0.06293715094814183,0.5634681524934959,0.0679022425488053,0.0037339650987752715,0.02012564789538026,-0.018336305978371055,-0.018965807125880745,0.17032148408582265,0.05523603923828424,107,1
